,station_status,num_bikes_disabled,eightd_has_available_keys,is_installed,last_reported,num_ebikes_available,num_docks_disabled,num_docks_available,station_id,legacy_id,num_bikes_available,is_returning,is_renting,last_update
1189,active,0,False,1,1670807592,7,0,7,4267,4267,12,1,1,2022-12-12 01:15:35.023287
1190,active,2,False,1,1670804240,6,0,11,4268,4268,13,1,1,2022-12-12 01:15:35.023287
1191,active,0,False,1,1670800338,3,0,16,4269,4269,11,1,1,2022-12-12 01:15:35.023287
1192,active,0,False,1,1670806977,7,0,12,4270,4270,14,1,1,2022-12-12 01:15:35.023287
1193,active,0,False,1,1670801010,1,0,12,4271,4271,9,1,1,2022-12-12 01:15:35.023287
1194,active,5,False,1,1670796318,2,0,17,4272,4272,5,1,1,2022-12-12 01:15:35.023287
1195,active,3,False,1,1670805519,3,0,13,4273,4273,3,1,1,2022-12-12 01:15:35.023287
1196,active,0,False,1,1670801795,7,0,13,4274,4274,9,1,1,2022-12-12 01:15:35.023287
1197,active,0,False,1,1670797851,1,0,10,4275,4275,11,1,1,2022-12-12 01:15:35.023287
1198,active,0,False,1,1670796745,1,0,16,4276,4276,3,1,1,2022-12-12 01:15:35.023287
1199,active,1,False,1,1670786629,0,0,15,4277,4277,5,1,1,2022-12-12 01:15:35.023287
1200,active,0,False,1,1670802531,5,0,14,4278,4278,32,1,1,2022-12-12 01:15:35.023287
1201,active,1,False,1,1670807789,3,0,26,4279,4279,11,1,1,2022-12-12 01:15:35.023287
1202,active,0,False,1,1670805693,7,0,1,4280,4280,45,1,1,2022-12-12 01:15:35.023287
1203,active,0,False,1,1670805882,3,0,0,4281,4281,29,1,1,2022-12-12 01:15:35.023287
1204,active,1,False,1,1670792652,3,0,0,4282,4282,38,1,1,2022-12-12 01:15:35.023287
1205,active,0,False,1,1670806212,2,0,10,4283,4283,17,1,1,2022-12-12 01:15:35.023287
1206,active,0,False,1,1670800902,0,0,23,4284,4284,2,1,1,2022-12-12 01:15:35.023287
1207,active,4,False,1,1670798505,0,0,20,4285,4285,0,1,1,2022-12-12 01:15:35.023287
1208,active,0,False,1,1670799370,10,0,8,4286,4286,10,1,1,2022-12-12 01:15:35.023287
1209,active,0,False,1,1670800193,0,0,21,4287,4287,0,1,1,2022-12-12 01:15:35.023287
1210,active,3,False,1,1670804651,0,0,14,4288,4288,3,1,1,2022-12-12 01:15:35.023287
1211,active,0,False,1,1670796690,1,0,21,4289,4289,6,1,1,2022-12-12 01:15:35.023287
